id,pname,gender,fname,canonical_fname,oname,born_on_year,begin_on_year,begin_on_month,begin_on_day,end_on_year,end_on_month,end_on_day,nationality
17,Bernard Cornelis Johannes Loder,0,Commission des finances,Commission des finances,Academy of International Law,1849,1921,,,1936,,,
17,Bernard Cornelis Johannes Loder,0,President,President,International Intermediary Institute,1849,1921,,,,,,
17,Bernard Cornelis Johannes Loder,0,President,President,International Association for the Protection of Private Rights,1849,1936,,,1938,,,
17,Bernard Cornelis Johannes Loder,0,President,President,International Legal Institute,1849,1936,,,1938,,,
17,Bernard Cornelis Johannes Loder,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: First Ordinary Session of the Assembly,1849,,,,,,,
18,J. A. Loeff,0,Commission des finances,Commission des finances,Academy of International Law,1858,1921,,,1923,,,
19,Prof. Jacques Oppenheim,0,Commission des finances,Commission des finances,Academy of International Law,1849,1921,,,1929,,,
20,Sylvain Lévi,0,President,President,Universal Israelite Alliance,1863,1921,,,1935,10,30,French
21,E. Sée,-1,Vice President,Vice President,Universal Israelite Alliance,,1921,,,1936,,,
22,Prof. Dr.  Arnold Netter,0,Vice President,Vice President,Universal Israelite Alliance,,1921,,,1938,,,
22,Prof. Dr.  Arnold Netter,0,President,President,Universal Israelite Alliance,,1938,,,,,,
23,Raoul  Montefiore,0,Treasurer,Treasurer,Universal Israelite Alliance,,1921,,,1936,,,
24,Reverend D.D. W. Park,0,President,President,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,,1921,,,1923,,,
25,Reverend J.R. Fleming,0,General Secretary,Secretary General,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,1858,1921,,,1929,,,
25,Reverend J.R. Fleming,0,Honorary General Secretary,Secretary General,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,1858,1936,,,,,,
26,Reverend D. D. Henry B. Master,0,American Secretary,Secretary,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,,1921,,,1938,,,
27,W. Melville,0,Treasurer,Treasurer,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,,1921,,,1923,,,
28,Dr. Paul  des Gouttes,0,President,President,World's Alliance of Young Men's Christian Associations,1869,1921,,,1929,,,Swiss
28,Dr. Paul  des Gouttes,0,Secretary General,Secretary General,International Red Cross Committee,1869,1921,,,1923,,,Swiss
28,Dr. Paul  des Gouttes,0,Vice President,Vice President,International Red Cross Committee,1869,1923,,,1929,,,Swiss
29,Dr.  Louis Perrot,0,Vice President,Vice President,World's Alliance of Young Men's Christian Associations,,1921,,,1929,,,
30,Dr. Horace  Micheli,0,Vice President,Vice President,World's Alliance of Young Men's Christian Associations,1866,1921,,,1923,,,Swiss
31,Prof. Frank Thomas,0,Vice President,Vice President,World's Alliance of Young Men's Christian Associations,1862,1921,,,1929,,,Swiss
32,Henri  Fatio-Lombard,0,Treasurer,Treasurer,World's Alliance of Young Men's Christian Associations,1863,1921,,,1929,,,Swiss
33,Ch. Phildius,0,General Secretary,Secretary General,World's Alliance of Young Men's Christian Associations,,1921,,,1923,,,
34,Reverend C. Merle d'Aubigné,0,President,President,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,,1929,,,1936,,,
34,Reverend C. Merle d'Aubigné,0,Associated Vice-President,Vice President,World Conference on Faith and Order,,1936,,,,,,
35,Reverend W. H. Hamilton,0,General Secretary,Secretary General,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,,1929,,,,,,
36,W. H. Mill,-1,Treasurer,Treasurer,Alliance Of Reformed Churches (Troughout The World) Holding The Presbyterian System,,1929,,,,,,
37,Emmy Freundlich,1,President,President,International Co-Operative Women's Guild,1878,1925,,,,,,Austrian
37,Emmy Freundlich,1,President,President,International Cooperative Women's Committee,1878,,,,,,,Austrian
37,Emmy Freundlich,1,Vice President,Vice President,European Economic Union,1878,1929,,,1936,,,Austrian
39,Dr.  Prins,-1,Honorary President,President,International Union Of Medical Automobile Clubs,,,,,,,,
40,Dr. Capette,-1,President,President,International Union Of Medical Automobile Clubs,,,,,,,,
41,Dr. Hoschinger,-1,Vice President,Vice President,International Union Of Medical Automobile Clubs,,,,,,,,
42,Dr.  Lafond,-1,General Secretary,Secretary General,International Union Of Medical Automobile Clubs,,,,,,,,
43,Anatole de Monzie,0,President,President,International Friendship Association,1876,1936,,,,,,French
44,Jesse Isidor Straus,0,Vice President,Vice President,International Friendship Association,1872,1936,,,,,,US-American	
45,Sir Thomas Barclay,0,Vice President,Vice President,International Friendship Association,1853,1936,,,,,,British
45,Sir Thomas Barclay,0,Vice President,Vice President,Institute of International Law,1853,1921,,,1922,,,British
46,Prof. Nicolas Politis,0,Vice President,Vice President,International Friendship Association,1872,1936,,,,,,Greek
46,Prof. Nicolas Politis,0,Member,Member,Federal Committee of European Co-Operation,1872,1931,,,1936,,,Greek
46,Prof. Nicolas Politis,0,Vice President,Vice President,Academy of International Law,1872,1923,,,1936,,,Greek
46,Prof. Nicolas Politis,0,Delegate,Delegate,International Institute of Public Law,1872,1929,,,,,,Greek
46,Prof. Nicolas Politis,0,Member of the Central Committee,Member of a Committee,Pan-European Union,1872,1929,,,1938,,,Greek
46,Prof. Nicolas Politis,0,Honorary President,President,,1872,1936,,,1938,,,Greek
46,Prof. Nicolas Politis,0,Chairman,President,International Committee to Secure Employment for Refugee Professional Workers,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,Vice Chairman,Vice President,International Institute of History of the French Revolution,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,Vice Chairman,Vice President,International Institute of Constitutional History,1872,1938,,,,,,Greek
46,Prof. Nicolas Politis,0,President,President,Academy of International Law,1872,1936,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: First Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fourth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fifth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Eighth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Ninth Ordinary Session of Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Tenth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Eleventh Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Twelfth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Thirteenth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fourteenth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fifteenth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,"LoN General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,"LoN General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,"LoN General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Seventeenth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Eighteenth Ordinary Session of the Assembly,1872,,,,,,,Greek
46,Prof. Nicolas Politis,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Nineteenth Ordinary Session of the Assembly,1872,,,,,,,Greek
47,Francisco Léon de la Barra,0,Vice President,Vice President,International Friendship Association,1863,1936,,,,,,Mexican
47,Francisco Léon de la Barra,0,Vice Chairman,Vice President,International Legal Union,1863,,,,,,,Mexican
47,Francisco Léon de la Barra,0,Member of the Executive Committee,Member of a Committee,International Academy of Diplomacy,1863,1936,,,,,,Mexican
48,Dr. J. Limburg,0,Vice President,Vice President,International Friendship Association,1873,1936,,,1938,,,Dutch
48,Dr. J. Limburg,0,Vice President,Vice President,Federal Committee of European Co-Operation,1873,1931,,,,,,Dutch
48,Dr. J. Limburg,0,Vice President,Vice President,International Federation of League of Nations Societies,1873,1929,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fourth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fifth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Sixth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Seventh Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Eighth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Ninth Ordinary Session of Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Tenth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Eleventh Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Twelfth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Thirteenth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fourteenth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fifteenth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,"LoN General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Seventeenth Ordinary Session of the Assembly,1873,,,,,,,Dutch
48,Dr. J. Limburg,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Eighteenth Ordinary Session of the Assembly,1873,,,,,,,Dutch
49,Prof. Edward Joseph Dent,0,President,President,International Society for Contemporary Music,1876,1923,,,,,,English
49,Prof. Edward Joseph Dent,0,Chairman,President,International Society of Musicology,1876,1936,,,,,,English
49,Prof. Edward Joseph Dent,0,Vice Chairman,Vice President,International Society of Musicology,1876,1929,,,1936,,,English
50,Leo Stanton Rowe,0,Director General,President,Union of American Republics,1871,1921,,,,,,
50,Leo Stanton Rowe,0,Chairman of the Executive Committee,President,Pan-American Confederation for Highway Education,1871,1936,,,,,,
51,Pedro de Alba,0,Assistant Director,Vice President,Union of American Republics,1887,1938,,,,,,
51,Pedro de Alba,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fifteenth Ordinary Session of the Assembly,1887,,,,,,,
51,Pedro de Alba,0,League of Nations General Assembly Delegate,Representative,"LoN General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1887,,,,,,,
52,Han Kuisjten,-1,Secretary,Secretary,International Anti-Militarist Bureau against War and Reaction (I.A.M.B.),,1936,,,,,,
53,"L.J. Bot, Jr.",0,Treasurer,Treasurer,International Anti-Militarist Bureau against War and Reaction (I.A.M.B.),,1923,,,1925,,,
53,"L.J. Bot, Jr.",0,Treasurer,Treasurer,International Anti-Militarist Bureau against War and Reaction (I.A.M.B.),,1929,,,,,,
54,Reverend Johannes Bernardus Theodorus Hugenholtz,0,Secretary-Treasurer,Secretary,International Union of Anti-Militarist Ministers and Clergymen,1888,1929,,,,,,
54,Reverend Johannes Bernardus Theodorus Hugenholtz,0,Member of a Council,Member of a Committee,International Peace Press Bureau,1888,1936,,,1938,,,
55,The Right Hon. Charles William Bowerman,0,President,President,International Arbitration League,1851,1936,,,,,,English
56,L' Alderman John Joy,0,President,President,International Arbitration League,,1936,,,,,,
57,Robert Crawford Hawkin,0,Secretary,Secretary,International Arbitration League,1871,1938,,,,,,
60,Clark,0,Member of a Committee,Member of a Committee,International Society for Contemporary Music,,1935,,,,,,
61,Gerhard,-1,Member of a Committee,Member of a Committee,International Society for Contemporary Music,,1937,,,,,,
62,Jacques Ibert,0,Member of a Committee,Member of a Committee,International Society for Contemporary Music,1890,1937,,,,,,French
62,Jacques Ibert,0,Member of a Committee,Member of a Committee,International Society for Contemporary Music,1890,1929,,,1936,,,French
63,Gunnar Jeanson,0,Member of a Committee,Member of a Committee,International Society for Contemporary Music,1898,1937,,,,,,
64,Slavko Osterc,0,Member of a Committee,Member of a Committee,International Society for Contemporary Music,1895,1937,,,,,,
65,Prof. Theodor Kroyer,0,Vice Chairman,Vice President,International Society of Musicology,1873,,,,,,,German
66,Prof. André Pirro,0,Vice Chairman,Vice President,International Society of Musicology,1869,1929,,,,,,French
67,Prof. Higini Anglès,0,Vice Chairman,Vice President,International Society of Musicology,1888,,,,,,,Spanish
68,Prof. Dr.  Wilhelm Merian,0,First Secretary,Secretary,International Society of Musicology,1889,1929,,,,,,
69,Paul Sacher,0,Treasurer,Treasurer,International Society of Musicology,1906,,,,,,,Swiss
71,Baron Pierre de Coubertin,0,President,President,International Olympic Games Committee,1863,1921,,,1929,,,French
71,Baron Pierre de Coubertin,0,Director,Director,International Bureau for the Study of Sports Psychology,1863,1929,,,1938,,,French
71,Baron Pierre de Coubertin,0,Honorary President,President,International Olympic Games Committee,1863,1929,,,,,,French
71,Baron Pierre de Coubertin,0,Founder,Founder,International Bureau for the Study of Sports Psychology,1863,1938,,,,,,French
72,Waldemar Deonna,0,General Secretary,Secretary General,International Congress on Prehistoric Anthropology and Archaeology,1880,1921,,,,,,Swiss
73,Johann Sassenbach,0,Member of a Committee,Member of a Committee,,1866,1921,,,,,,German
73,Johann Sassenbach,0,Editor,Editor,International Federation of Building and Wood Workers,1866,1936,,,1938,,,German
73,Johann Sassenbach,0,Secretary,Secretary,International Federation of Trade Unions,1866,1925,,,1936,,,German
74,J. B. André,-1,Founder-President,President,,,1921,,,,,,
75,Peter Blum,0,Member of a Committee,Member of a Committee,,,1921,,,,,,
76,Alfred Riedel,0,Member of a Committee,Member of a Committee,,,1921,,,,,,
77,Dr. J.  Wauters,-1,Vice President,Vice President,,,1921,,,,,,
78,Harvey Wiley,0,Vice President,Vice President,,1844,1921,,,,,,
79,Fritz Paeplow,0,President,President,,1860,1921,,,1923,,,
81,J. Zingg,-1,President,President,,,1921,,,1923,,,
83,Thomas Edward  Thorpe,0,Vice President,Vice President,,1845,1921,,,,,,
84,Sir William Maxwell,0,President,President,International Co-Operative Alliance,1841,1921,,,1923,,,
85,Albert J. J. Vandevelde,0,General Secretary,Secretary General,,1871,1921,,,,,,
89,G. J. D. C.  Goedhart,0,President of the Executive Committee,President,International Co-Operative Alliance,1857,1921,,,1929,,,
89,G. J. D. C.  Goedhart,0,Executive Secretary,Secretary,International Union of Cooperative Wholesale Societies,1857,1923,,,1925,,,
90,Khedive of Egypt S. A. Abbas Helmy,0,President,President,,1874,1921,,,1923,,,
91,J. van Lerberghe,-1,President,President,International Federation of Master Tailors,,1921,,,1936,,,
92,A. Whitehead,-1,Vice President,Vice President,International Co-Operative Alliance,,1921,,,1936,,,
93,Ernest Poisson,0,Vice President,Vice President,International Co-Operative Alliance,1882,1921,,,,,,
94,Prof. Alfred Bertholet,0,General Secretary,Secretary General,International Congresses on Religious History,1868,1921,,,,,,Swiss
95,H. J. May,-1,General Secretary,Secretary General,International Co-Operative Alliance,,1921,,,,,,
96,P. Lacan,0,Secretary General,Secretary General,,,1921,,,1923,,,
97,Frank Hodges,0,Secretary,Secretary,Miners' International Federation,1887,1921,,,1929,,,English
98,Georges Buisson,0,President,President,,1876,1921,,,,,,French
101,George W. Hearn,0,Honorary Secretary,Secretary,International Amateur Swimming Federation,,1921,,,1929,,,
101,George W. Hearn,0,Honorary President,President,International Amateur Swimming Federation,,1929,,,,,,
103,Vuylsteke,0,Vice President,Vice President,,,1921,,,,,,
105,Prof. Dr.  Alexander Herzfeld,0,President,President,,1854,1921,,,1923,,,
106,Hjort,0,Vice President,Vice President,,,1921,,,,,,
107,Henry Defert,0,President,President,International Touring Association,1851,1921,,,1936,,,
107,Henry Defert,0,Vice President,Vice President,Permanent International Association of Road Congresses,1851,1921,,,1936,,,
108,Caballero,0,Vice President,Vice President,,,1921,,,,,,
109,John Robert Gregg,0,Vice President,Vice President,,1867,1921,,,,,,
110,Walpole,0,Vice President,Vice President,,,1921,,,,,,
111,Molina,0,Vice President,Vice President,,,1921,,,,,,
112,Brück,0,Vice President,Vice President,,,1921,,,,,,
113,E. Séant,-1,Secretary General,Secretary General,International Touring Association,,1921,,,1925,,,
114,C. Schott,0,Vice President,Vice President,,,1921,,,,,,
115,Morf,0,Vice President,Vice President,,,1921,,,,,,
116,Konrad Ilg,0,General Secretary,Secretary General,International Federation of Metal-Workers,1877,1921,,,,,,Swiss
117,Joseph Depoin,0,Secretary General,Secretary General,,1853,1921,,,,,,
118,Petrus Josephus Servatius Serrarens,0,Secretary,Secretary,,,1921,,,1923,,,
118,Petrus Josephus Servatius Serrarens,0,Secretary,Secretary,International Federation of Christian Trades Unions,,1923,,,,,,
119,Navarre,0,Adjoint Secretary General,Secretary General,,,1921,,,,,,
120,Galland,0,Treasurer,Treasurer,,,1921,,,,,,
121,Sir William Bate Hardy,0,Member,Member,,1864,1921,,,1923,,,
124,Prof. Dr. Leopold van Itallie,0,President,President,International Pharmaceutical Federation,1866,1921,,,1936,,,
125,Dr. H. Martins,-1,Vice President,Vice President,International Pharmaceutical Federation,,1921,,,1923,,,
126,Charles Moureu,0,Member,Member,,1863,1921,,,1923,,,
126,Charles Moureu,0,President,President,International Union for Pure and Applied Chemistry,1863,1921,,,1923,,,
127,Edmund White,0,Vice President,Vice President,International Pharmaceutical Federation,,1921,,,1923,,,
127,Edmund White,0,Member of Bureau,Member,International Pharmaceutical Federation,,1923,,,1925,,,
127,Edmund White,0,Vice President,Vice President,International Pharmaceutical Federation,,1925,,,1929,,,
128,J. J. Hofman,-1,Secretary,Secretary,International Pharmaceutical Federation,,1921,,,1925,,,
128,J. J. Hofman,-1,Secretary General,Secretary General,International Pharmaceutical Federation,,1925,,,1936,,,
128,J. J. Hofman,-1,President,President,International Pharmaceutical Federation,,1936,,,1938,,,
129,Dr. Albert Schamelhout,0,Adjoint Secretary General,Secretary General,International Pharmaceutical Federation,,1921,,,1923,,,
129,Dr. Albert Schamelhout,0,Member of Bureau,Member,International Pharmaceutical Federation,,1923,,,1925,,,
129,Dr. Albert Schamelhout,0,Secretary,Secretary,International Pharmaceutical Federation,,1925,,,1936,,,
130,Raffaele Nassini,0,Member,Member,,,1921,,,1923,,,
131,Dr. Aikitu Tanakadate,0,Member,Member,,1856,1921,,,1923,,,
131,Dr. Aikitu Tanakadate,0,Vice President,Vice President,The National Research Council of Japan,1856,,,,,,,
132,Frederick Gardner Cottrell,0,President,President,,1877,1921,,,1923,,,
133,Ward Nichols,0,Secretary,Secretary,,,1921,,,1923,,,
134,Prof. Dr. Edouard Claparède,0,President,President,International Conference on Psychotechnics as Applied to Vocational Guidance and the Organisation of Labour,1873,1921,,,1936,,,
134,Prof. Dr. Edouard Claparède,0,Member,Member,International Pedological Congress,1873,1921,,,,,,
134,Prof. Dr. Edouard Claparède,0,General Secretary,Secretary General,International Psychological Congress,1873,1921,,,,,,
134,Prof. Dr. Edouard Claparède,0,Member of the Executive Committee,Member of a Committee,Lectures and Conferences Dealing with Psychical Research Work,1873,1929,,,1936,,,
134,Prof. Dr. Edouard Claparède,0,Member of a Committee,Member of a Committee,International Association of Conferences on Psychotechnics,1873,1936,,,,,,
134,Prof. Dr. Edouard Claparède,0,President,President,International Bureau of Education,1873,1925,,,1929,,,
134,Prof. Dr. Edouard Claparède,0,Member of a Committee,Member of a Committee,International Psychological Congress,1873,1925,,,1936,,,
135,Paul Otlet,0,Member,Member,,1868,1921,,,1923,,,
135,Paul Otlet,0,President,President,,1868,1921,,,1925,,,
135,Paul Otlet,0,Secretary General,Secretary General,International Institute of Bibliography,1868,1921,,,,,,
135,Paul Otlet,0,General Secretary,Secretary General,Union of International Associations,1868,1921,,,,,,
135,Paul Otlet,0,Secretary General,Secretary General,International Institute of Documentation,1868,,,,,,,
136,George C. Lloyd,0,Contact person,Contact person,,,1921,,,,,,
136,George C. Lloyd,0,Vice President,Vice President,,,1921,,,1925,,,
137,Georg Käppler,0,Secretary,Secretary,International Federation of Building Workers,,1921,,,,,,
138,Léon Genoud,0,Director,Director,International Federation for the Promotion of the Teaching of Housewifery,1859,1921,,,1923,,,
138,Léon Genoud,0,Secretary,Secretary,International Federation for the Promotion of the Teaching of Housewifery,1859,1923,,,1938,,,
138,Léon Genoud,0,Founder,Founder,International Catholic Association of Girl's Friendly Societies,1859,,,,,,,
139,Baron Deschamps,0,President,President,International Parliamentary Conference of Commerce,,1921,,,1936,,,
139,Baron Deschamps,0,Member of a Committee,Member of a Committee,,,1921,,,1929,,,
140,Sir Louis Franck,0,Vice President,Vice President,International Parliamentary Conference of Commerce,1868,1921,,,1929,,,
140,Sir Louis Franck,0,President,President,International Maritime Committee,1868,1923,,,,,,
140,Sir Louis Franck,0,Vice President,Vice President,International Maritime Committee,1868,1921,,,1923,,,
141,Eugène Baie,0,General Secretary,Secretary General,International Parliamentary Conference of Commerce,1874,1921,,,,,,
141,Eugène Baie,0,President,President,International Institute of Commerce,1874,1921,,,1925,,,
142,Alexandre Millerand,0,Honorary President,President,International Legal Committee on Aviation,1859,1921,,,,,,French
142,Alexandre Millerand,0,Vice Chairman,Vice President,International Legal Union,1859,,,,,,,French
142,Alexandre Millerand,0,Protector,Patron,International Literary and Artistic Association,1859,1923,,,1925,,,French
143,Gaston Delayen,0,Vice President,Vice President,International Legal Committee on Aviation,,1921,,,1929,,,
143,Gaston Delayen,0,International Delegate,Delegate,International Legal Committee on Aviation,,1925,,,,,,
143,Gaston Delayen,0,Founder,Founder,International Legal Committee on Aviation,,,,,,,,
145,Gustave Ador,0,President,President,Commission Mixte du Comité International de la Croix-Rouge et de la Ligue des Sociétés de la Croix-Rouge,1845,1921,,,,,,
145,Gustave Ador,0,Member of a Committee,Member of a Committee,,1845,1921,,,1928,,,
145,Gustave Ador,0,President,President,International Federation of League of Nations Societies,1845,1921,,,1922,,,
145,Gustave Ador,0,President,President,International Red Cross Committee,1845,1921,,,1928,,,
145,Gustave Ador,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: First Ordinary Session of the Assembly,1845,,,,,,,
145,Gustave Ador,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Second Ordinary Session of the Assembly,1845,,,,,,,
145,Gustave Ador,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Third Ordinary Session of the Assembly,1845,,,,,,,
145,Gustave Ador,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fourth Ordinary Session of the Assembly,1845,,,,,,,
145,Gustave Ador,0,League of Nations General Assembly Delegate,Representative,LoN General Assembly: Fifth Ordinary Session of the Assembly,1845,,,,,,,
146,Burson-Billault,-1,President,President,International Legal Committee on Aviation,,1921,,,1929,,,
147,Prof. Étienne Martin,0,Secretary General,Secretary General,,,1921,,,,,,
149,Prof. Albert de Lapradelle,0,General Rapporteur,General Rapporteur,International Legal Committee on Aviation,1871,1921,,,1929,,,
149,Prof. Albert de Lapradelle,0,Founder-President,President,,1871,1921,,,1929,,,
149,Prof. Albert de Lapradelle,0,Vice President,Vice President,International Wireless Committee,1871,1929,,,1936,,,
149,Prof. Albert de Lapradelle,0,Chairman,President,International Legal Committee on Aviation,1871,1929,,,,,,
150,Henry Fairfield Osborne,0,President,President,,1857,1921,,,1925,,,
151,Dr. Clarence Cook Little,0,General Secretary,Secretary General,,1888,1921,,,1925,,,US-American	
155,Henri Polak,0,President,President,Universal Alliance of Diamond-Workers,1868,1921,,,,,,Dutch
156,Pierre Louis van Berckelaer,0,Secretary General,Secretary General,Universal Alliance of Diamond-Workers,1872,1921,,,1936,,,
157,Louis Canon-Legrand,0,President,President,,1869,1921,,,1925,,,
