id;pname;gender;fname;canonical_fname;oname;born_on_year;begin_on_year;begin_on_month;begin_on_day;end_on_year;end_on_month;end_on_day;nationality
10828;Signe Johanne Andersen;1;LoN Senior Assistant;LoN First Division;LoN Economic and Financial Section;1898;1925;4;15;1927;6;1;Dane
10828;Signe Johanne Andersen;1;LoN Member of the Intermediate Class;LoN Second Division;LoN Secretary-General's Office;1898;1927;6;1;1928;5;12;Dane
11411;Sigurd Hartz-Rasmussen;0;LoN Senior Assistant;LoN First Division;LoN Library;1905;1931;5;13;1940;12;31;Dane
5393;Âke  Hammarskjöld;0;LoN Member of Section;LoN First Division;LoN Legal Section;1893;1920;3;19;1922;;;Swedish
5320;Prof. A. Brusewitz;0;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1927;6;;;;;Swedish
5447;Bengt Helger;0;LoN Expert/Specialist;LoN First Division;LoN Financial Section & Economic Intelligence Service;;1938;1;24;1939;3;28;Swedish
5483;Bertil Arne Renborg;0;LoN Chief of Section;LoN First Division;LoN Social Questions and Opium Traffic Section;;1939;11;1;1946;8;31;Swedish
4922;Bertil Gotthard Ohlin;0;LoN Member of Section;LoN First Division;LoN Economic and Financial Section;;1931;1;1;1931;10;15;Swedish
5375;Paul Erik Alfred Mohn;0;LoN Temporary Collaborator;LoN First Division;LoN Information Section;1898;1929;8;26;1929;9;16;Swedish
5319;C.J. Brunskog;0;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1930;9;8;1930;9;29;Swedish
11268;Dr. Helgo Lindstedt;0;LoN Statistical Assistant;LoN Second Division;LoN Health Section;1887;1925;12;11;1926;12;31;Swedish
10483;Elena Thorsson;1;LoN Shorthand Typist;LoN Second Division;LoN Pool;1901;1924;8;28;1925;5;12;Swedish
5238;John Lindgren;0;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1931;8;31;1931;9;21;Swedish
5231;Essy Hjördis Lehmann;1;LoN Assistant;LoN Second Division;LoN Communications and Transit Section;1893;1921;6;27;1922;1;1;Swedish
5231;Essy Hjördis Lehmann;1;LoN Assistant;LoN Second Division;LoN Economic and Financial Section;1893;1921;5;5;1921;6;27;Swedish
5231;Essy Hjördis Lehmann;1;LoN Senior Assistant;LoN First Division;LoN Communications and Transit Section;1893;1922;1;1;1923;1;1;Swedish
5231;Essy Hjördis Lehmann;1;LoN Secretary;LoN First Division;LoN Communications and Transit Section;1893;1923;1;1;1931;1;1;Swedish
5231;Essy Hjördis Lehmann;1;LoN Member of Section;LoN First Division;LoN Communications and Transit Section;1893;1931;1;1;1939;6;15;Swedish
11502;Folke Hillgerdt;0;LoN Statistician;LoN First Division;LoN Economic and Financial Section;1894;1927;4;1;1946;7;31;Swedish
5197;Greta Stendahl;1;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1934;9;7;1934;9;28;Swedish
5451;Carin Hermelin;1;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1935;9;5;1935;9;26;Swedish
5563;Johan Ansgar Esaias Rosenborg;0;LoN Member of Section;LoN First Division;LoN Financial Section & Economic Intelligence Service;;1921;7;20;1946;7;31;Swedish
5237;John Lindberg;0;LoN Member of Section;LoN First Division;LoN Financial Section & Economic Intelligence Service;1901;1937;11;8;1939;7;15;Swedish
8725;Karl Sigurd Torsten Gihl;0;LoN Registrar General;LoN Second Division;LoN Registry;1889;1924;9;8;1926;5;31;Swedish
11352;Katharina Broberg;1;LoN Assistant;LoN Second Division;LoN Social Questions and Opium Traffic Section;1899;1930;5;30;1930;10;15;Swedish
11352;Katharina Broberg;1;LoN Assistant;LoN Second Division;LoN Social Questions and Opium Traffic Section;1899;1931;4;17;1931;6;16;Swedish
5549;Olaf Ripa;0;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1936;9;17;1936;10;7;Swedish
5202;Herman Stolpe;0;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1937;7;2;23;7;1937;Swedish
11841;Märta Blomstedt;1;LoN Clerical Assistant;LoN Second Division;LoN Information Section;1898;1921;5;17;1923;7;21;Swedish
10428;Olli Linnéa Fredrika Augusta Svedberg;1;LoN Shorthand Typist;LoN Second Division;LoN Social Questions and Opium Traffic Section;1903;1930;10;15;1931;1;15;Swedish
5042;Oscar Uno Konrad Thorsing;0;LoN Member of Section;LoN First Division;LoN Information Section;1896;1925;10;1;1924;12;31;Swedish
10729;Otto Johansson;0;LoN Assistant;LoN Second Division;LoN Information Section;;1932;1;26;1932;7;25;Swedish
5302;Per Jacobsson;0;LoN Member of Section;LoN First Division;LoN Economic and Financial Section;1894;1920;4;23;1928;12;31;Swedish
5463;Erik Einan Ekstrand ;0;LoN Director;LoN First Division;LoN Social Questions and Opium Traffic Section;1880;1931;4;7;1939;7;4;Swedish
5131;Torsten Cederlund;0;LoN Temporary Collaborator;LoN First Division;LoN Information Section;;1938;9;9;1938;9;30;Swedish
10269;Ruth Emelie Viktoria Slagbrand;1;LoN Stenographer;LoN Second Division;LoN Pool;1900;1925;9;7;;;;Swedish
